Bus,MessageID,Message,MessageLength
130,0x260,0x0f1c1d3000a67228,8
129,0x260,0x0f1c1d3000a67228,8
0,0x329,0x40c9811411200021,8
129,0x50a,0x3b00000000000000,8
130,0x329,0x40c9811411200021,8
128,0x50a,0x3b00000000000000,8
129,0x329,0x40c9811411200021,8
2,0x340,0x020000248400c218,8
129,0x340,0x020000248400c218,8
128,0x340,0x020000248400c218,8
0,0x220,0xeb837f0000431079,8
129,0x220,0xeb837f0000431079,8
130,0x220,0xeb837f0000431079,8
0,0x153,0x200010ff00ffc0ee,8
0,0x140,0x817f0052200006b7,8
129,0x153,0x200010ff00ffc0ee,8
130,0x153,0x200010ff00ffc0ee,8
0,0x164,0x00081810,4
129,0x140,0x817f0052200006b7,8
130,0x140,0x817f0052200006b7,8
0,0x166,0x646464640070,6
129,0x164,0x00081810,4
130,0x164,0x00081810,4
0,0x386,0xbb40bb80b980bdc0,8
129,0x166,0x646464640070,6
130,0x166,0x646464640070,6
0,0x47f,0x2066fffa0000,6
129,0x386,0xbb40bb80b980bdc0,8
130,0x386,0xbb40bb80b980bdc0,8
129,0x47f,0x2066fffa0000,6
130,0x47f,0x2066fffa0000,6
1,0x251,0x10043f09000e2880,8
130,0x251,0x10043f09000e2880,8
128,0x251,0x10043f09000e2880,8
0,0x2b0,0x01000007ac,5
129,0x2b0,0x01000007ac,5
130,0x2b0,0x01000007ac,5
0,0x356,0x00000000000011,7
0,0x4f1,0x400ca0a0,4
129,0x356,0x00000000000011,7
130,0x356,0x00000000000011,7
0,0x366,0x1c180b1c180501,7
129,0x4f1,0x400ca0a0,4
130,0x4f1,0x400ca0a0,4
129,0x366,0x1c180b1c180501,7
130,0x366,0x1c180b1c180501,7
0,0x50c,0x8007088d04000008,8
129,0x50c,0x8007088d04000008,8
130,0x50c,0x8007088d04000008,8
0,0x367,0x000000000500a00a,8
129,0x367,0x000000000500a00a,8
130,0x367,0x000000000500a00a,8
0,0x368,0x0105000001180b02,8
129,0x368,0x0105000001180b02,8
130,0x368,0x0105000001180b02,8
0,0x130,0x88806a7f000006f9,8
0,0x453,0x0045ff005b,5
129,0x130,0x88806a7f000006f9,8
130,0x130,0x88806a7f000006f9,8
129,0x453,0x0045ff005b,5
130,0x453,0x0045ff005b,5
0,0x495,0x00006001061000df,8
129,0x495,0x00006001061000df,8
130,0x495,0x00006001061000df,8
0,0x260,0x0f1c1d3000a67237,8
129,0x260,0x0f1c1d3000a67237,8
130,0x260,0x0f1c1d3000a67237,8
0,0x329,0x40c9811411200021,8
129,0x329,0x40c9811411200021,8
130,0x329,0x40c9811411200021,8
0,0x428,0x0600000000000000,8
129,0x428,0x0600000000000000,8
130,0x428,0x0600000000000000,8
0,0x492,0x00fe0f00b80047ac,8
129,0x492,0x00fe0f00b80047ac,8
130,0x492,0x00fe0f00b80047ac,8
1,0x381,0x8060400000238a47,8
2,0x340,0x020000249400d218,8
128,0x381,0x8060400000238a47,8
130,0x381,0x8060400000238a47,8
129,0x340,0x020000249400d218,8
128,0x340,0x020000249400d218,8
2,0x485,0x02000000,4
129,0x485,0x02000000,4
128,0x485,0x02000000,4
0,0x153,0x200010ff00ffd0fe,8
0,0x140,0x7c7f0052200007e5,8
129,0x153,0x200010ff00ffd0fe,8
130,0x153,0x200010ff00ffd0fe,8
0,0x164,0x00081a12,4
129,0x140,0x7c7f0052200007e5,8
130,0x140,0x7c7f0052200007e5,8
0,0x166,0x646464640080,6
129,0x164,0x00081a12,4
130,0x164,0x00081a12,4
0,0x220,0xee637f0000401089,8
129,0x166,0x646464640080,6
130,0x166,0x646464640080,6
0,0x387,0x080263b100210300,8
129,0x220,0xee637f0000401089,8
130,0x220,0xee637f0000401089,8
0,0x394,0xfb230000fb031383,8
129,0x387,0x080263b100210300,8
130,0x387,0x080263b100210300,8
0,0x500,0x15,1
129,0x394,0xfb230000fb031383,8
130,0x394,0xfb230000fb031383,8
129,0x500,0x15,1
130,0x500,0x15,1
1,0x251,0x0e044006000c2880,8
130,0x251,0x0e044006000c2880,8
128,0x251,0x0e044006000c2880,8
0,0x2b0,0x01000007bd,5
129,0x2b0,0x01000007bd,5
130,0x2b0,0x01000007bd,5
0,0x356,0x00000000480011,7
129,0x356,0x00000000480011,7
130,0x356,0x00000000480011,7
0,0x366,0x1c180b1c180501,7
129,0x366,0x1c180b1c180501,7
130,0x366,0x1c180b1c180501,7
0,0x367,0x000000000500a00a,8
129,0x367,0x000000000500a00a,8
130,0x367,0x000000000500a00a,8
0,0x368,0x0105000001180b02,8
129,0x368,0x0105000001180b02,8
130,0x368,0x0105000001180b02,8
0,0x470,0x0040050044451474,8
129,0x470,0x0040050044451474,8
130,0x470,0x0040050044451474,8
0,0x130,0x9680607f000007ff,8
129,0x130,0x9680607f000007ff,8
130,0x130,0x9680607f000007ff,8
2,0x420,0xc01e60ced8406a80,8
0,0x260,0x0f1c1d3000a6720a,8
129,0x420,0xc01e60ced8406a80,8
2,0x421,0x000000ffe37f2126,8
128,0x420,0xc01e60ced8406a80,8
130,0x260,0x0f1c1d3000a6720a,8
129,0x260,0x0f1c1d3000a6720a,8
0,0x329,0x40c9811411200021,8
129,0x421,0x000000ffe37f2126,8
128,0x421,0x000000ffe37f2126,8
130,0x329,0x40c9811411200021,8
129,0x329,0x40c9811411200021,8
2,0x340,0x02000024a400e218,8
129,0x340,0x02000024a400e218,8
128,0x340,0x02000024a400e218,8
0,0x220,0xed637f000043109b,8
129,0x220,0xed637f000043109b,8
130,0x220,0xed637f000043109b,8
0,0x153,0x200010ff00ffe00e,8
0,0x140,0x787f005220000837,8
129,0x153,0x200010ff00ffe00e,8
130,0x153,0x200010ff00ffe00e,8
0,0x164,0x00081c14,4
129,0x140,0x787f005220000837,8
130,0x140,0x787f005220000837,8
0,0x166,0x646464640090,6
129,0x164,0x00081c14,4
130,0x164,0x00081c14,4
0,0x386,0xbb80bb80b980bec0,8
129,0x166,0x646464640090,6
130,0x166,0x646464640090,6
0,0x47f,0x2067fffa0000,6
129,0x386,0xbb80bb80b980bec0,8
130,0x386,0xbb80bb80b980bec0,8
129,0x47f,0x2067fffa0000,6
130,0x47f,0x2067fffa0000,6
1,0x251,0x0e044107000c2880,8
130,0x251,0x0e044107000c2880,8
128,0x251,0x0e044107000c2880,8
0,0x2b0,0x010000078e,5
129,0x2b0,0x010000078e,5
130,0x2b0,0x010000078e,5
0,0x356,0x00000000000011,7
129,0x356,0x00000000000011,7
130,0x356,0x00000000000011,7
0,0x366,0x1c180b1c180501,7
129,0x366,0x1c180b1c180501,7
130,0x366,0x1c180b1c180501,7
0,0x367,0x000000000500a40a,8
129,0x367,0x000000000500a40a,8
130,0x367,0x000000000500a40a,8
0,0x368,0x0105000001180b02,8
129,0x368,0x0105000001180b02,8
130,0x368,0x0105000001180b02,8
0,0x410,0x509949120a000020,8
129,0x410,0x509949120a000020,8
130,0x410,0x509949120a000020,8
0,0x130,0x9180607f000008ca,8
0,0x436,0x00000000,4
129,0x130,0x9180607f000008ca,8
130,0x130,0x9180607f000008ca,8
0,0x453,0x0045ff004b,5
129,0x436,0x00000000,4
130,0x436,0x00000000,4
129,0x453,0x0045ff004b,5
130,0x453,0x0045ff004b,5
0,0x50e,0x8000000000000000,8
129,0x50e,0x8000000000000000,8
130,0x50e,0x8000000000000000,8
0,0x260,0x0f1c1d3000a67219,8
129,0x260,0x0f1c1d3000a67219,8
130,0x260,0x0f1c1d3000a67219,8
0,0x329,0x40c9811411200021,8
0,0x4f1,0x600ca0b0,4
129,0x329,0x40c9811411200021,8
130,0x329,0x40c9811411200021,8
129,0x4f1,0x600ca0b0,4
130,0x4f1,0x600ca0b0,4
0,0x428,0x0600000000000000,8
129,0x428,0x0600000000000000,8
130,0x428,0x0600000000000000,8
1,0x381,0x8060400000248b47,8
2,0x340,0x02000024b400f218,8
128,0x381,0x8060400000248b47,8
130,0x381,0x8060400000248b47,8
129,0x340,0x02000024b400f218,8
128,0x340,0x02000024b400f218,8
2,0x484,0x3c20fe3f00e0fd3f,8
129,0x484,0x3c20fe3f00e0fd3f,8
128,0x484,0x3c20fe3f00e0fd3f,8
0,0x153,0x200010ff00ff002e,8
129,0x153,0x200010ff00ff002e,8
130,0x153,0x200010ff00ff002e,8
0,0x140,0x7c7f005220000943,8
0,0x164,0x00081e16,4
129,0x140,0x7c7f005220000943,8
130,0x140,0x7c7f005220000943,8
0,0x166,0x6464646400a0,6
129,0x164,0x00081e16,4
130,0x164,0x00081e16,4
0,0x220,0xec437f00004a10a1,8
129,0x166,0x6464646400a0,6
130,0x166,0x6464646400a0,6
0,0x387,0x090465b200280400,8
129,0x220,0xec437f00004a10a1,8
130,0x220,0xec437f00004a10a1,8
0,0x394,0xfa430000fa031383,8
129,0x387,0x090465b200280400,8
130,0x387,0x090465b200280400,8
129,0x394,0xfa430000fa031383,8
130,0x394,0xfa430000fa031383,8
1,0x251,0x0e044208000c2880,8
130,0x251,0x0e044208000c2880,8
128,0x251,0x0e044208000c2880,8
0,0x2b0,0x010000079f,5
129,0x2b0,0x010000079f,5
130,0x2b0,0x010000079f,5
0,0x356,0x00000000000011,7
129,0x356,0x00000000000011,7
130,0x356,0x00000000000011,7
0,0x366,0x1c140b1c180501,7
129,0x366,0x1c140b1c180501,7
130,0x366,0x1c140b1c180501,7
0,0x367,0x000000000500a40a,8
129,0x367,0x000000000500a40a,8
130,0x367,0x000000000500a40a,8
0,0x368,0x0105000001140b02,8
129,0x368,0x0105000001140b02,8
130,0x368,0x0105000001140b02,8
0,0x470,0x0040050444451478,8
129,0x470,0x0040050444451478,8
130,0x470,0x0040050444451478,8
0,0x130,0x7680737f00000919,8
129,0x130,0x7680737f00000919,8
130,0x130,0x7680737f00000919,8
0,0x544,0x0040000000000000,8
129,0x544,0x0040000000000000,8
130,0x544,0x0040000000000000,8
2,0x420,0xd01e60ced8406a80,8
0,0x260,0x0f1c1d3000a67426,8
129,0x420,0xd01e60ced8406a80,8
2,0x421,0x000000ffe37f2117,8
128,0x420,0xd01e60ced8406a80,8
129,0x260,0x0f1c1d3000a67426,8
130,0x260,0x0f1c1d3000a67426,8
128,0x421,0x000000ffe37f2117,8
129,0x421,0x000000ffe37f2117,8
0,0x329,0x40c9811411200021,8
129,0x329,0x40c9811411200021,8
130,0x329,0x40c9811411200021,8
0,0x490,0x0000082100003c,7
129,0x490,0x0000082100003c,7
130,0x490,0x0000082100003c,7
2,0x340,0x02000024c4000218,8
129,0x340,0x02000024c4000218,8
128,0x340,0x02000024c4000218,8
0,0x153,0x200010ff00ff103e,8
129,0x153,0x200010ff00ff103e,8
130,0x153,0x200010ff00ff103e,8
0,0x140,0x9d7f005220000a29,8
0,0x164,0x00080008,4
129,0x140,0x9d7f005220000a29,8
130,0x140,0x9d7f005220000a29,8
0,0x166,0x6464646400b0,6
129,0x164,0x00080008,4
130,0x164,0x00080008,4
0,0x220,0xec637f00004710bc,8
129,0x166,0x6464646400b0,6
130,0x166,0x6464646400b0,6
0,0x386,0xbbc0bb80b980bec0,8
129,0x220,0xec637f00004710bc,8
130,0x220,0xec637f00004710bc,8
0,0x47f,0x2068fffa0000,6
129,0x386,0xbbc0bb80b980bec0,8
130,0x386,0xbbc0bb80b980bec0,8
0,0x507,0x00000001,4
129,0x47f,0x2068fffa0000,6
130,0x47f,0x2068fffa0000,6
129,0x507,0x00000001,4
130,0x507,0x00000001,4
1,0x251,0x0c04430300082880,8
130,0x251,0x0c04430300082880,8
128,0x251,0x0c04430300082880,8
0,0x2b0,0x0100000760,5
0,0x4f1,0x400ca0c0,4
129,0x2b0,0x0100000760,5
130,0x2b0,0x0100000760,5
129,0x4f1,0x400ca0c0,4
130,0x4f1,0x400ca0c0,4
0,0x356,0x00000000490011,7
129,0x356,0x00000000490011,7
130,0x356,0x00000000490011,7
0,0x366,0x1c140b1c180501,7
129,0x366,0x1c140b1c180501,7
130,0x366,0x1c140b1c180501,7
0,0x367,0x000000000500a00a,8
129,0x367,0x000000000500a00a,8
130,0x367,0x000000000500a00a,8
0,0x368,0x0105000001140b02,8
0,0x453,0x0045ff007b,5
129,0x368,0x0105000001140b02,8
130,0x368,0x0105000001140b02,8
129,0x453,0x0045ff007b,5
130,0x453,0x0045ff007b,5
0,0x130,0x76806e7f00000a78,8
129,0x130,0x76806e7f00000a78,8
130,0x130,0x76806e7f00000a78,8
0,0x520,0x000000560420a00f,8
129,0x520,0x000000560420a00f,8
130,0x520,0x000000560420a00f,8
0,0x553,0x0000110001008000,8
129,0x553,0x0000110001008000,8
130,0x553,0x0000110001008000,8
0,0x260,0x0f1c1d3000a67336,8
129,0x260,0x0f1c1d3000a67336,8
130,0x260,0x0f1c1d3000a67336,8
0,0x329,0x40c9811411200021,8
129,0x329,0x40c9811411200021,8
130,0x329,0x40c9811411200021,8
0,0x428,0x0600000000000000,8
129,0x428,0x0600000000000000,8
130,0x428,0x0600000000000000,8
1,0x381,0x8050400000257c47,8
130,0x381,0x8050400000257c47,8
128,0x381,0x8050400000257c47,8
2,0x340,0x02000024d4001218,8
129,0x340,0x02000024d4001218,8
128,0x340,0x02000024d4001218,8
0,0x153,0x200010ff00ff204e,8
0,0x140,0xac7f005220000bbf,8
129,0x153,0x200010ff00ff204e,8
130,0x153,0x200010ff00ff204e,8
0,0x164,0x0008020a,4
129,0x140,0xac7f005220000bbf,8
130,0x140,0xac7f005220000bbf,8
0,0x166,0x6464646400c0,6
129,0x164,0x0008020a,4
130,0x164,0x0008020a,4
0,0x220,0xefe37f00003a10c2,8
129,0x166,0x6464646400c0,6
130,0x166,0x6464646400c0,6
0,0x387,0x0b0566b4002f0500,8
129,0x220,0xefe37f00003a10c2,8
130,0x220,0xefe37f00003a10c2,8
0,0x394,0xff630000ff031783,8
129,0x387,0x0b0566b4002f0500,8
130,0x387,0x0b0566b4002f0500,8
0,0x4a0,0x0000000000000022,8
129,0x394,0xff630000ff031783,8
130,0x394,0xff630000ff031783,8
129,0x4a0,0x0000000000000022,8
130,0x4a0,0x0000000000000022,8
1,0x251,0x0e044408000a2880,8
130,0x251,0x0e044408000a2880,8
128,0x251,0x0e044408000a2880,8
0,0x2b0,0x0100000771,5
129,0x2b0,0x0100000771,5
130,0x2b0,0x0100000771,5
0,0x356,0x00000000000011,7
129,0x356,0x00000000000011,7
130,0x356,0x00000000000011,7
0,0x366,0x1c140b1c180501,7
129,0x366,0x1c140b1c180501,7
130,0x366,0x1c140b1c180501,7
0,0x367,0x000000000500a00a,8
129,0x367,0x000000000500a00a,8
130,0x367,0x000000000500a00a,8
0,0x368,0x0105000001140b02,8
129,0x368,0x0105000001140b02,8
130,0x368,0x0105000001140b02,8
0,0x470,0x00000004404514bc,8
129,0x470,0x00000004404514bc,8
130,0x470,0x00000004404514bc,8
0,0x130,0x7a80737f00000b98,8
129,0x130,0x7a80737f00000b98,8
130,0x130,0x7a80737f00000b98,8
0,0x559,0x0009000000000400,8
129,0x559,0x0009000000000400,8
130,0x559,0x0009000000000400,8
2,0x420,0xe01e60ced8406a80,8
0,0x260,0x0f1c1d3000a6720a,8
129,0x420,0xe01e60ced8406a80,8
2,0x421,0x000000ffe37f2108,8
128,0x420,0xe01e60ced8406a80,8
129,0x260,0x0f1c1d3000a6720a,8
130,0x260,0x0f1c1d3000a6720a,8
128,0x421,0x000000ffe37f2108,8
129,0x421,0x000000ffe37f2108,8
0,0x329,0x40c9811411200021,8
129,0x329,0x40c9811411200021,8
130,0x329,0x40c9811411200021,8
0,0x492,0x00fe0f00b8004760,8
129,0x492,0x00fe0f00b8004760,8
130,0x492,0x00fe0f00b8004760,8
2,0x340,0x02000024e4002218,8
2,0x485,0x02000000,4
129,0x340,0x02000024e4002218,8
128,0x340,0x02000024e4002218,8
2,0x53e,0x000000008005,6
129,0x485,0x02000000,4
0,0x153,0x200010ff00ff305e,8
129,0x53e,0x000000008005,6
0,0x140,0x997f005220000c0e,8
130,0x153,0x200010ff00ff305e,8
129,0x153,0x200010ff00ff305e,8
0,0x164,0x0008040c,4
130,0x140,0x997f005220000c0e,8
0,0x166,0x6464646400d0,6
129,0x140,0x997f005220000c0e,8
130,0x164,0x0008040c,4
129,0x164,0x0008040c,4
0,0x220,0xeee37f00003a10d3,8
130,0x166,0x6464646400d0,6
129,0x166,0x6464646400d0,6
0,0x386,0xbb00bbc0b980bec0,8
130,0x220,0xeee37f00003a10d3,8
129,0x220,0xeee37f00003a10d3,8
0,0x47f,0x2069fffa0000,6
130,0x386,0xbb00bbc0b980bec0,8
128,0x485,0x02000000,4
129,0x386,0xbb00bbc0b980bec0,8
130,0x47f,0x2069fffa0000,6
128,0x53e,0x000000008005,6
129,0x47f,0x2069fffa0000,6
1,0x251,0x0e04452b000c4880,8
130,0x251,0x0e04452b000c4880,8
128,0x251,0x0e04452b000c4880,8
0,0x2b0,0x0100000742,5
129,0x2b0,0x0100000742,5
130,0x2b0,0x0100000742,5
0,0x356,0x00000000490011,7
0,0x4f1,0x600ca0d0,4
129,0x356,0x00000000490011,7
130,0x356,0x00000000490011,7
0,0x366,0x1c180b1c180501,7
129,0x4f1,0x600ca0d0,4
130,0x4f1,0x600ca0d0,4
129,0x366,0x1c180b1c180501,7
130,0x366,0x1c180b1c180501,7
0,0x367,0x000000000500a00a,8
129,0x367,0x000000000500a00a,8
130,0x367,0x000000000500a00a,8
0,0x368,0x0105000001180b02,8
0,0x453,0x0045ff006b,5
129,0x368,0x0105000001180b02,8
130,0x368,0x0105000001180b02,8
129,0x453,0x0045ff006b,5
130,0x453,0x0045ff006b,5
0,0x130,0x7680607f00000c20,8
129,0x130,0x7680607f00000c20,8
130,0x130,0x7680607f00000c20,8
0,0x541,0x030420080000000c,8
129,0x541,0x030420080000000c,8
130,0x541,0x030420080000000c,8
0,0x260,0x0f1c1d3000a67219,8
129,0x260,0x0f1c1d3000a67219,8
130,0x260,0x0f1c1d3000a67219,8
0,0x329,0x86c9811411200021,8
129,0x329,0x86c9811411200021,8
130,0x329,0x86c9811411200021,8
0,0x428,0x0600000000000000,8
129,0x428,0x0600000000000000,8
130,0x428,0x0600000000000000,8
1,0x381,0x8050400000267d47,8
130,0x381,0x8050400000267d47,8
128,0x381,0x8050400000267d47,8
2,0x340,0x02000024f4003218,8
129,0x340,0x02000024f4003218,8
128,0x340,0x02000024f4003218,8
0,0x153,0x200010ff00ff406e,8
129,0x153,0x200010ff00ff406e,8
130,0x153,0x200010ff00ff406e,8
0,0x140,0x817f005220000d78,8
0,0x164,0x0008060e,4
129,0x140,0x817f005220000d78,8
130,0x140,0x817f005220000d78,8
0,0x166,0x6464646400e0,6
129,0x164,0x0008060e,4
130,0x164,0x0008060e,4
129,0x166,0x6464646400e0,6
130,0x166,0x6464646400e0,6
0,0x220,0xefc37f00003c10e4,8
0,0x387,0x0c0768b500360600,8
129,0x220,0xefc37f00003c10e4,8
130,0x220,0xefc37f00003c10e4,8
0,0x394,0xfe830000fe031783,8
129,0x387,0x0c0768b500360600,8
130,0x387,0x0c0768b500360600,8
129,0x394,0xfe830000fe031783,8
130,0x394,0xfe830000fe031783,8
1,0x251,0x0e04460c000c2880,8
130,0x251,0x0e04460c000c2880,8
128,0x251,0x0e04460c000c2880,8
0,0x59d,0x0000000000000000,8
129,0x59d,0x0000000000000000,8
130,0x59d,0x0000000000000000,8
0,0x2b0,0x0100000753,5
129,0x2b0,0x0100000753,5
130,0x2b0,0x0100000753,5
0,0x356,0x00000000000011,7
129,0x356,0x00000000000011,7
130,0x356,0x00000000000011,7
0,0x366,0x1c180b1c180501,7
129,0x366,0x1c180b1c180501,7
130,0x366,0x1c180b1c180501,7
0,0x367,0x000000000500a00a,8
129,0x367,0x000000000500a00a,8
130,0x367,0x000000000500a00a,8
0,0x368,0x0105000001180b02,8
0,0x436,0x00000000,4
129,0x368,0x0105000001180b02,8
130,0x368,0x0105000001180b02,8
129,0x436,0x00000000,4
130,0x436,0x00000000,4
0,0x470,0x0040050444451400,8
129,0x470,0x0040050444451400,8
130,0x470,0x0040050444451400,8
0,0x130,0x7f80527f00000d49,8
129,0x130,0x7f80527f00000d49,8
130,0x130,0x7f80527f00000d49,8
0,0x568,0x8d00009000000000,8
2,0x420,0xf01e60ced8406a80,8
129,0x568,0x8d00009000000000,8
0,0x260,0x0f1c1d3000a67228,8
2,0x421,0x000000ffe37f21f9,8
129,0x420,0xf01e60ced8406a80,8
128,0x420,0xf01e60ced8406a80,8
130,0x568,0x8d00009000000000,8
129,0x260,0x0f1c1d3000a67228,8
128,0x421,0x000000ffe37f21f9,8
130,0x260,0x0f1c1d3000a67228,8
129,0x421,0x000000ffe37f21f9,8
0,0x329,0x86c9811411200021,8
129,0x329,0x86c9811411200021,8
130,0x329,0x86c9811411200021,8
2,0x340,0x0200002404004218,8
129,0x340,0x0200002404004218,8
128,0x340,0x0200002404004218,8
0,0x153,0x200010ff00ff507e,8
0,0x140,0x697f005220000e9d,8
129,0x153,0x200010ff00ff507e,8
130,0x153,0x200010ff00ff507e,8
0,0x164,0x00080800,4
129,0x140,0x697f005220000e9d,8
130,0x140,0x697f005220000e9d,8
0,0x166,0x6464646400f0,6
129,0x164,0x00080800,4
130,0x164,0x00080800,4
0,0x220,0xec637f00003a10f1,8
129,0x166,0x6464646400f0,6
130,0x166,0x6464646400f0,6
0,0x386,0xbb40bbc0b980bdc0,8
129,0x220,0xec637f00003a10f1,8
130,0x220,0xec637f00003a10f1,8
0,0x47f,0x206afffa0000,6
129,0x386,0xbb40bbc0b980bdc0,8
130,0x386,0xbb40bbc0b980bdc0,8
129,0x47f,0x206afffa0000,6
130,0x47f,0x206afffa0000,6
1,0x251,0x0c044709000a2880,8
130,0x251,0x0c044709000a2880,8
128,0x251,0x0c044709000a2880,8
0,0x2b0,0x0100000724,5
129,0x2b0,0x0100000724,5
130,0x2b0,0x0100000724,5
0,0x356,0x00000000000011,7
0,0x4f1,0x600ca0e0,4
129,0x356,0x00000000000011,7
130,0x356,0x00000000000011,7
0,0x366,0x1c180b1c180501,7
129,0x4f1,0x600ca0e0,4
130,0x4f1,0x600ca0e0,4
129,0x366,0x1c180b1c180501,7
130,0x366,0x1c180b1c180501,7
0,0x367,0x000000000500a00a,8
129,0x367,0x000000000500a00a,8
